TAU_SC_ERR,JNAME,DM,TAU_SC,DM_ERR
,J2038+35,57.91,,0.04
,J2038+5319,160.196,,0.012
,J2038-3816,33.96,,0.06
,J2039-3616,23.9633,,0.0005
,J2039-5617,24.57,,0.03
,J2040+1657,50.6919,,0.0014
,J2040-21,23.87,,0.15
,J2042+0246,9.2694,,0.0002
,J2043+1711,20.712,,0.007
8e-08,J2043+2740,21.02064,1.3e-07,0.00015
,J2043+7045,57.64,,0.15
,J2044+28,90.3,,0.4
,J2044+4614,315.4,,0.4
,J2045+0912,31.776,,0.004
,J2045+3633,129.533,,0.002
,J2045-68,21.2,,
,J2046+1540,39.81796,5.25e-07,0.00049
,J2046+5708,101.790291,,7.7e-05
,J2046-0421,35.799,1.2e-07,0.01
,J2047+1053,34.6,,
,J2047+5029,107.676,,0.005
,J2048+2255,70.6847,,0.0022
,J2048+4951,222.8,,
,J2048-1616,11.456,4.9e-09,0.005
,J2050+1259,52.4,,
,J2051+1248,43.45,,0.01
,J2051+4434g,616.0,,
,J2051+50,23.9,,
,J2051-0827,20.7299,,0.0017
,J2052+1219,41.9596,,
,J2052+4421g,547.0,,
,J2053+1718,26.98,,0.005
,J2053+4650,98.0828,,0.0006
,J2053+4718,331.3,,0.5
,J2053-7200,17.3,,0.4
,J2054-39,24.9,,0.3
,J2055+15,40.2,,
5e-08,J2055+2209,36.34963,2.7e-07,0.00029
,J2055+2539,,,
2.2e-06,J2055+3630,97.4155,4.02e-05,0.0056
,J2055+3829,91.8295,,0.0002
,J2057+21,73.31,,0.05
,J2102+38,86.3,,0.3
,J2105+07,52.6,,
,J2105+19,33.0,,3.0
,J2105+28,62.48,,0.1
,J2105+6223,50.75,,0.08
7e-06,J2108+4441,139.827,0.000117,0.011
,J2108+4516,82.4,,0.3
,J2108-3429,30.22,,0.01
,J2111+2106,59.2964,,0.0035
,J2111+40,120.0,,
,J2111+4606,,,
,J2112+4058,129.0,,8.0
3e-08,J2113+2754,25.11106,6e-08,0.00018
7e-07,J2113+4644,141.26,1.32e-05,0.09
,J2113+67,54.98,,0.14
,J2115+5448,77.4059,,0.0002
4.3e-07,J2116+1414,56.2044,1.08e-06,0.0061
,J2122+2426,8.5,,0.005
,J2123+36,108.7,,0.3
,J2123+5434,31.76,,0.003
,J2124+1407,30.2473,,0.0013
,J2124-3358,4.5954,,0.0003
5e-07,J2127-6648,35.0,0.0002261,3.0
,J2129+1210A,67.31,,0.05
,J2129+1210B,67.69,,0.12
,J2129+1210C,67.13,,0.05
,J2129+1210D,67.3,,0.2
,J2129+1210E,66.51,,0.12
,J2129+1210F,65.52,,0.15
,J2129+1210G,66.4,,0.2
,J2129+1210H,67.15,,0.12
,J2129+1210I,67.3,,0.0
,J2129+4119,32.0,,1.0
,J2129-0429,16.88,,0.008
,J2129-5721,31.848,,0.0004
,J2131-31,31.6,,1.3
,J2133-0049A,43.3,,0.0
,J2133-0049B,43.8,,0.0
,J2133-0049C,44.1,,0.0
,J2133-0049D,43.6,,0.0
,J2133-0049E,43.8,,0.0
,J2136-1606,18.48,,0.05
,J2136-5046,23.3,,0.3
,J2137+6428,106.0,,0.3
,J2138+4911,168.4,,0.2
,J2139+00,31.18,,0.08
,J2139+2242,44.15971,,0.00075
,J2139+4716,,,
,J2139+4738g,138.9,,
,J2140-2310A,25.064,,0.0041
,J2140-2310B,25.09,,0.12
,J2143+0654,,,
,J2144-3933,3.35,,0.01
,J2144-5237,19.5465,,0.0002
,J2145+21,44.1,,0.4
3e-09,J2145-0750,9.0008,1e-08,0.0013
,J2148-34,14.0,,0.2
,J2149+6329,129.7229,,0.0055
,J2150+5247,148.93,,0.004
,J2150-0326,20.67332,,4e-05
,J2151+2315,23.6,,0.2
,J2154-2812,33.0,,0.3
,J2155+2813,77.1309,,0.0043
,J2155-3118,14.85,,0.05
,J2155-5641,14.0,,9.0
,J2156+2618,48.4433,,0.0039
3.1e-07,J2157+4017,71.1239,1.63e-06,0.0022
,J2158-27,22.15,,0.12
,J2202+21,17.7,,0.4
,J2203+50,77.0,,0.2
,J2204+2700,35.074,,0.001
,J2205+1444,36.717,,0.014
1e-05,J2205+6012,157.6435,0.00032,0.0006
,J2206+6151,168.8,,0.08
,J2207-15,27.5,,0.2
,J2208+4056,11.837,,0.009
,J2208+5500,105.21,,0.01
,J2209+22,46.3,,0.08
,J2210+57,189.43,,0.06
,J2212+2450,25.213,,0.001
,J2212+2933,74.5213,,0.0015
,J2213+53,161.0,,
,J2214+3000,22.544019,,
,J2215+1538,29.2404,,0.0012
,J2215+5135,69.1951,,0.0002
,J2216+5759,176.0,,
,J2217+5733,130.67,0.00044,0.06
1.9e-08,J2219+4754,43.4975,2.02e-07,0.0005
,J2222+2923,49.4128,,0.0011
,J2222+5602,163.3,,0.3
,J2222-0137,3.2826,,0.0002
,J2225+35,51.8,,
1.3e-07,J2225+6535,36.44362,2.6e-07,0.00051
,J2227+3038,19.961,,0.006
,J2228+6447,193.6,,0.2
,J2228-65,36.0,,
,J2229+2643,22.7282,,0.0004
,J2229+6114,205.1,,0.013
,J2229+6205,124.6388,,0.0031
,J2234+0611,10.767,,0.0002
,J2234+0944,17.8323,,0.0002
,J2234+2114,35.08,,0.09
,J2235+1506,18.09,,0.05
,J2236-5527,20.0871,,0.0003
,J2238+5903,,,
,J2238+6021,185.3,,0.8
,J2240+5832,263.5,,0.05
,J2241+6941,67.67,,0.07
,J2241-5236,11.41126,,3e-05
,J2242+6950,40.86039,,0.00073
,J2243+1518,42.13,,0.47
,J2244+63,92.15,,0.12
,J2248-0101,29.05,,0.03
,J2251+24,34.6,,0.3
,J2251-3711,12.12,,0.01
,J2253+1516,29.2045,,0.0017
,J2256-1024,13.77602,,3e-06
,J2257+5909,151.082,,0.006
,J2257-16,52.66,,0.12
,J2301+5852,,,
,J2302+4442,13.78812,,
,J2302+6028,156.7,,0.1
1.9e-08,J2305+3100,49.5845,8.19e-07,0.0012
4e-09,J2305+4707,62.0676,1.733e-06,0.0036
,J2306+31,46.13,,0.02
,J2307+2225,7.024,,0.01
,J2308+5547,46.53905,,0.00037
,J2310+6706,97.7,,0.2
,J2310-0555,15.5139,,0.0007
,J2312+6931,71.6,,0.1
1.3e-08,J2313+4253,17.27693,1.9e-08,0.00033
,J2315+58,73.2,,0.3
,J2317+1439,21.8989,,0.0002
1e-07,J2317+2149,20.86959,1.2e-07,0.00031
,J2319+6411,246.1,,0.06
7e-06,J2321+6024,94.591,8e-05,0.018
1.3e-08,J2322+2057,13.3833,2.2e-08,0.0004
,J2322-2650,6.14906,,0.00013
,J2323+1214,29.0,,0.3
,J2324-6054,14.0,,0.6
,J2325+6316,197.37,,0.05
,J2325-0530,14.966,,0.007
,J2326+6113,122.613,,0.005
,J2326+6141,34.5,,0.2
,J2327+62,193.4,,0.07
,J2329+16,31.0,,
,J2329+4743,44.012,,0.002
,J2330-2005,8.456,8.5e-09,0.002
,J2333+6145,125.0,,12.5
,J2336-01,19.6,,0.09
1.3e-07,J2337+6151,58.41,3.1e-07,0.015
,J2338+4818,35.3,,0.7
,J2339-0533,8.717,,0.004
,J2340+08,24.0,,
,J2343+6221,116.6,,0.5
,J2346-0609,22.504,,0.019
,J2347+02,15.0,,0.4
,J2350+31,39.14,,0.03
,J2351+8533,38.2,,0.3
,J2352+65,152.7,,0.3
3.1e-07,J2354+6155,94.662,2.2e-06,0.006
,J2354-22,9.9,,0.1
,J2355+2246,23.1,,0.7
