I;NAME;RAJD;DECJD;DM;RM;
1242;J1915+0738;288.85333333;7.64205556;39.00;-6.80;
1243;J1915+0752;288.75808333;7.86922222;105.30;211.30;
1244;J1915+0838;288.80779167;8.64991667;358.00;421.50;
1245;B1913+10;288.87496250;10.16204722;241.69;430.00;
1246;B1913+16;288.86666425;16.10760744;168.77;364.50;
1247;B1913+167;288.82962409;16.78568769;62.57;172.00;
1248;J1916+0844;289.07950417;8.73527778;338.01;582.00;
1249;B1914+09;289.13476905;9.85721612;60.95;97.00;
1250;J1916+1023;289.15379167;10.38416667;341.80;402.00;
1251;B1914+13;289.24445833;13.21388889;237.01;280.00;
1252;B1915+13;289.41577667;13.89918806;94.54;233.00;
1253;B1915+22;289.43428307;22.38021094;134.75;168.00;
1254;J1918-0642;289.70013634;-6.70969457;26.59;-58.72;
1255;J1918-1052;289.70102917;-10.87955000;62.73;-47.60;
1256;B1916+14;289.59849272;14.75166717;27.20;-41.70;
1257;J1918+1541;289.53208333;15.68755556;11.50;-5.00;
1258;B1917+00;289.96113125;0.36103389;90.31;120.00;
1259;J1919+0134;289.93175000;1.58236111;191.90;47.00;
1260;J1919+2621;289.92088750;26.35818333;96.50;63.40;
1261;J1920+1040;290.23075000;10.67527778;304.00;733.00;
1262;J1920+1110;290.05545833;11.18305556;188.40;650.00;
1263;B1918+26;290.15989412;26.84400048;27.71;26.04;
1264;J1921+0137;290.37628187;1.62376083;104.93;91.00;
1265;J1921+0812;290.44876667;8.21440556;84.00;214.40;
1266;B1919+14;290.35066643;14.32140937;91.64;164.80;
1267;J1921+1929;290.34729458;19.48952750;64.76;118.00;
1268;B1918+19;290.26583304;19.81240720;153.85;160.00;
1269;B1919+20;290.46498750;20.05577778;101.00;128.20;
1270;B1919+21;290.43672917;21.88395833;12.44;-16.99;
1271;B1920+20;290.53336196;20.29925534;203.31;301.00;
1272;B1920+21;290.72304864;21.17832376;217.09;282.00;
1273;B1921+17;290.78270833;17.10261111;142.50;380.00;
1274;J1923+2515;290.84371759;25.26127254;18.86;12.34;
1275;B1922+20;291.16666667;20.66750000;226.60;343.30;
1276;J1925+1720;291.36262917;17.34091944;222.30;445.80;
1277;B1923+04;291.60196667;4.52542778;102.24;-39.50;
1278;J1926-0652;291.65433750;-6.87852778;85.30;-54.00;
1279;B1924+14;291.73844133;14.58203825;211.41;249.30;
1280;B1924+16;291.68884545;16.80910566;176.88;320.00;
1281;J1926+1857g;291.74583333;18.95000000;424.20;262.30;
